year,state,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop,chrstprotpct,chrstcatpct,chrstorthpct,chrstangpct,chrstothrpct,chrstgenpct,judorthpct,judconspct,judrefpct,judothrpct,judgenpct,islmsunpct,islmshipct,islmibdpct,islmnatpct,islmalwpct,islmahmpct,islmothrpct,islmgenpct,budmahpct,budthrpct,budothrpct,budgenpct,zorogenpct,hindgenpct,sikhgenpct,shntgenpct,bahgenpct,taogenpct,jaingenpct,confgenpct,syncgenpct,anmgenpct,nonreligpct,othrgenpct,sumreligpct,total,dualrelig,datatype,sourcereliab,recreliab,reliabilevel,Version,sourcecode
1990,551,ZAM,1940000,2150000,6000,150000,1834800,6080800,0,0,0,1000,1000,0,0,0,0,0,0,80000,80000,0,0,2400,2400,0,10000,0,0,120000,0,0,0,3597,1372410,19000,383793,7689207,8073000,0.2403,0.2663,0.0007,0.0186,0.2273,0.7532,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0099,0.0099,0,0,0.0003,0.0003,0,0.0012,0,0,0.0149,0,0,0,0.0004,0.17,0.0024,0.0475,0.9525,0.9999,0,134,4,10,Medium,1.1,7
1995,551,ZAM,2201195,2304505,6605,120845,1776850,6410000,0,0,0,1091,1091,0,0,0,0,0,0,89054,89054,0,0,2575,2575,0,11235,0,0,144355,0,0,0,4594,1050530,17935,349631,7731369,8081000,0.2724,0.2852,0.0008,0.015,0.2199,0.7932,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.011,0.011,0,0,0.0003,0.0003,0,0.0014,0,0,0.0179,0,0,0,0.0006,0.13,0.0022,0.0433,0.9567,1,0,34,5,24,Medium,1.1,1
2000,551,ZAM,2702206,2748000,7210,135751,1920000,7513167,0,0,0,1183,1183,58000,4500,0,0,0,0,0,62500,0,0,2751,2751,0,12470,0,0,150000,0,0,0,5868,1395026,18871,7164,9161836,9169000,0.2947,0.2997,0.0008,0.0148,0.2094,0.8194,0,0,0,0.0001,0.0001,0.0063,0.0005,0,0,0,0,0,0.0068,0,0,0.0003,0.0003,0,0.0014,0,0,0.0164,0,0,0,0.0006,0.1521,0.0021,0.0008,0.9992,1,0,24,7,24,Medium,1.1,13
2005,551,ZAM,3348426,4058492,11484,146045,2389222,9953669,0,0,0,1522,1522,57205,5200,0,0,0,0,0,62405,0,0,3512,3512,0,57205,0,0,135000,0,0,0,0,1200000,20559,7128,11433872,11441000,0.2927,0.3547,0.001,0.0128,0.2088,0.87,0,0,0,0.0001,0.0001,0.005,0.0005,0,0,0,0,0,0.0055,0,0,0.0003,0.0003,0,0.005,0,0,0.0118,0,0,0,0,0.1049,0.0018,0.0006,0.9994,1,0,24,5,20,Medium,1.1,83
2010,551,ZAM,3816303,4625587,13088,166452,2723069,11344499,0,0,0,1682,1682,65198,5926,0,0,0,0,0,71124,0,0,3912,3912,0,65198,0,0,145000,0,0,0,0,1367676,23431,17134,13022522,13039656,0.2927,0.3547,0.001,0.0128,0.2088,0.87,0,0,0,0.0001,0.0001,0.005,0.0005,0,0,0,0,0,0.0055,0,0,0.0003,0.0003,0,0.005,0,0,0.0111,0,0,0,0,0.1049,0.0018,0.0013,0.9987,1,0,24,5,20,Medium,1.1,83
1965,552,ZIM,645924,402750,2240,129604,979481,2159999,0,0,0,4465,4465,0,0,0,0,0,0,42959,42959,0,0,0,0,0,3140,0,0,8003,0,0,0,0,2206000,7621,42813,4432187,4475000,0.1443,0.09,0.0005,0.029,0.2189,0.4827,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0096,0.0096,0,0,0,0,0,0.0007,0,0,0.0018,0,0,0,0,0.493,0.0017,0.0096,0.9904,1.0001,0,134,8,28,Low,1.1,20
1970,552,ZIM,743400,531000,2587,159300,1337219,2773506,0,0,0,5305,5305,0,0,0,0,0,0,50976,50976,0,0,0,0,0,3722,0,0,9877,0,0,0,0,2442600,9197,14817,5295183,5310000,0.14,0.1,0.0005,0.03,0.2518,0.5223,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0096,0.0096,0,0,0,0,0,0.0007,0,0,0.0019,0,0,0,0,0.46,0.0017,0.0028,0.9972,1,0,134,4,10,Medium,1.1,7
1975,552,ZIM,943200,741450,2934,195800,1606869,3490253,0,0,0,6302,6302,0,0,0,0,0,0,60488,60488,0,0,175,175,0,4411,0,0,12188,0,0,0,62,2637600,11098,57423,6222577,6280000,0.1502,0.1181,0.0005,0.0312,0.2559,0.5558,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0096,0.0096,0,0,0,0,0,0.0007,0,0,0.0019,0,0,0,0,0.42,0.0018,0.0091,0.9909,0.9999,0,3,99,35,Low,1.1,99
1980,552,ZIM,1143000,951900,3281,232300,2016519,4347000,0,0,0,7300,7300,0,0,0,0,0,0,70000,70000,0,0,350,350,0,5100,0,0,14500,0,0,0,124,2625520,13000,13106,7082894,7096000,0.1611,0.1341,0.0005,0.0327,0.2842,0.6126,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0099,0.0099,0,0,0,0,0,0.0007,0,0,0.002,0,0,0,0,0.37,0.0018,0.0018,0.9982,0.9998,0,13,4,10,Medium,1.1,7
1985,552,ZIM,1196500,930950,3628,253650,3063129,5447857,0,0,0,8350,8350,0,0,0,0,0,0,75000,75000,0,0,525,525,0,9300,0,0,21750,0,0,0,187,2681280,49000,85751,8293249,8379000,0.1428,0.1111,0.0004,0.0303,0.3656,0.6502,0,0,0,0.001,0.001,0,0,0,0,0,0,0.009,0.009,0,0,0.0001,0.0001,0,0.0011,0,0,0.0026,0,0,0,0,0.32,0.0058,0.0102,0.9898,1,0,34,2,10,Medium,1.1,13
1990,552,ZIM,1250000,910000,3974,275000,4109740,6548714,0,0,0,9400,9400,0,0,0,0,0,0,80000,80000,0,0,700,700,0,13500,0,0,29000,0,0,0,249,2370067,85000,232370,9136630,9369000,0.1334,0.0971,0.0004,0.0294,0.4387,0.699,0,0,0,0.001,0.001,0,0,0,0,0,0,0.0085,0.0085,0,0,0.0001,0.0001,0,0.0014,0,0,0.0031,0,0,0,0,0.253,0.0091,0.0248,0.9752,1,0,134,4,10,Medium,1.1,7
1995,552,ZIM,1728900,1001692,4321,289197,5247740,8271850,0,0,0,10132,10132,0,0,0,0,0,0,82767,82767,0,0,437,437,0,15385,0,0,32995,0,0,0,311,2650980,110851,350292,11175708,11526000,0.15,0.0869,0.0004,0.0251,0.4553,0.7177,0,0,0,0.0009,0.0009,0,0,0,0,0,0,0.0072,0.0072,0,0,0,0,0,0.0013,0,0,0.0029,0,0,0,0,0.23,0.0096,0.0304,0.9696,1,0,34,5,24,Medium,1.1,1
2000,552,ZIM,1436816,1118664,4668,303394,4700441,7563983,0,0,0,10864,10864,83358,842,0,0,0,0,0,84200,0,0,175,175,0,17270,0,0,33000,0,0,0,373,3100000,175000,684135,10984865,11669000,0.1231,0.0959,0.0004,0.026,0.4028,0.6482,0,0,0,0.0009,0.0009,0.0071,0.0001,0,0,0,0,0,0.0072,0,0,0,0,0,0.0015,0,0,0.0028,0,0,0,0,0.2657,0.015,0.0586,0.9414,0.9999,0,24,5,24,Medium,1.1,13
2005,552,ZIM,2180000,2005000,0,250000,5430000,9865000,0,0,0,11432,11432,70968,1182,0,0,0,0,0,72150,0,0,184,184,0,17939,0,0,20000,0,0,0,392,1695000,253000,436903,11935097,12372000,0.1762,0.1621,0,0.0202,0.4389,0.7974,0,0,0,0.0009,0.0009,0.0057,0.0001,0,0,0,0,0,0.0058,0,0,0,0,0,0.0014,0,0,0.0016,0,0,0,0,0.137,0.0204,0.0353,0.9647,0.9998,0,24,5,24,Medium,1.1,200
2010,552,ZIM,2396453,2305000,44732,564757,4650237,9961179,0,0,0,11326,11326,128311,2137,0,0,0,0,0,130448,0,0,182,182,0,18005,0,0,25200,0,0,0,389,1647295,311930,59339,12105955,12165294,0.197,0.1895,0.0037,0.0464,0.3823,0.8188,0,0,0,0.0009,0.0009,0.0105,0.0002,0,0,0,0,0,0.0107,0,0,0,0,0,0.0015,0,0,0.0021,0,0,0,0,0.1354,0.0256,0.0049,0.9951,0.9999,0,24,4,7,High,1.1,350
1965,553,MAW,763776,750000,901,40000,645321,2199998,0,0,0,67,67,0,0,0,0,0,0,750000,750000,0,0,0,0,0,4517,168,0,7217,0,0,0,0,942056,425,3552,3904448,3908000,0.1954,0.1919,0.0002,0.0102,0.1651,0.5629,0,0,0,0,0,0,0,0,0,0,0,0.1919,0.1919,0,0,0,0,0,0.0012,0,0,0.0018,0,0,0,0,0.2411,0.0001,0.0009,0.9991,0.9999,0,134,5,10,Medium,1.1,15
1970,553,MAW,976252,1009892,1018,77841,644380,2709383,0,0,0,82,82,0,0,0,0,0,0,750216,750216,0,0,0,0,0,5067,203,0,8521,0,0,0,0,1131647,507,374,4605626,4606000,0.212,0.2193,0.0002,0.0169,0.1399,0.5882,0,0,0,0,0,0,0,0,0,0,0,0.1629,0.1629,0,0,0,0,0,0.0011,0,0,0.0018,0,0,0,0,0.2457,0.0001,0.0001,0.9999,0.9999,0,1,4,10,Medium,1.1,7
1975,553,MAW,1207836,1208546,1149,94670,752490,3264691,0,0,0,100,100,0,0,0,0,0,0,826858,826858,0,0,0,0,0,5683,244,0,10060,0,0,0,0,1099560,603,28201,5207799,5236000,0.2307,0.2308,0.0002,0.0181,0.1437,0.6235,0,0,0,0,0,0,0,0,0,0,0,0.1579,0.1579,0,0,0,0,0,0.0011,0,0,0.0019,0,0,0,0,0.21,0.0001,0.0054,0.9946,0.9999,0,3,99,35,Low,1.1,99
1980,553,MAW,1519420,1407200,1280,111500,860600,3900000,0,0,0,117,117,0,0,0,0,0,0,903500,903500,0,0,0,0,0,6300,286,0,11600,0,0,0,0,1209200,700,14297,6031703,6046000,0.2513,0.2327,0.0002,0.0184,0.1423,0.6451,0,0,0,0,0,0,0,0,0,0,0,0.1494,0.1494,0,0,0,0,0,0.001,0,0,0.0019,0,0,0,0,0.2,0.0001,0.0024,0.9976,0.9999,0,134,4,10,Medium,1.1,7
1985,553,MAW,1629613,1684800,1737,134000,1038200,4488350,0,0,0,135,135,0,0,0,0,0,0,1411800,1411800,0,0,0,0,0,10867,327,0,13733,0,0,0,0,1058850,7133,67805,6991195,7059000,0.2309,0.2387,0.0002,0.019,0.1471,0.6358,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.0015,0,0,0.0019,0,0,0,0,0.15,0.001,0.0096,0.9904,0.9998,0,13,9,24,Medium,1.1,2
1990,553,MAW,1779807,1962400,2193,156500,1452020,5352920,0,0,0,152,152,0,0,0,0,0,0,1657800,1657800,0,0,0,0,0,15433,369,0,15867,0,0,0,0,1143350,13567,89542,8199458,8289000,0.2147,0.2367,0.0003,0.0189,0.1752,0.6458,0,0,0,0,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0.0019,0,0,0.0019,0,0,0,0,0.1379,0.0016,0.0108,0.9892,0.9999,0,134,9,28,Low,1.1,2
1995,553,MAW,2149120,2375000,3075,198750,2004430,6730375,0,0,0,183,183,0,0,0,0,0,0,1566080,1566080,0,0,0,0,0,21689,478,0,21564,0,0,0,0,1123106,24514,300011,9487989,9788000,0.2196,0.2426,0.0003,0.0203,0.2048,0.6876,0,0,0,0,0,0,0,0,0,0,0,0.16,0.16,0,0,0,0,0,0.0022,0,0,0.0022,0,0,0,0,0.1147,0.0025,0.0307,0.9693,0.9999,0,134,5,20,Medium,1.1,1
2000,553,MAW,2143578,2692417,3500,218500,1832914,6890909,0,0,0,197,197,1607372,80772,0,0,0,0,0,1688144,0,0,0,0,0,23379,546,0,25128,0,0,0,0,1450000,55000,791697,10133303,10925000,0.1962,0.2464,0.0003,0.02,0.1678,0.6307,0,0,0,0,0,0.1471,0.0074,0,0,0,0,0,0.1545,0,0,0,0,0,0.0021,0,0,0.0023,0,0,0,0,0.1327,0.005,0.0725,0.9275,0.9998,0,24,5,20,Medium,1.1,13
2005,553,MAW,3825710,2832866,3500,246820,1755500,8664396,0,0,0,237,237,1750000,51506,0,0,0,0,0,1801506,0,0,0,0,0,28137,658,0,30235,0,0,0,0,1650000,75000,90831,12250169,12341000,0.31,0.2295,0.0003,0.02,0.1422,0.7021,0,0,0,0,0,0.1418,0.0042,0,0,0,0,0,0.146,0,0,0,0,0,0.0023,0.0001,0,0.0024,0,0,0,0,0.1337,0.0061,0.0074,0.9926,1.0001,0,24,8,28,Low,1.1,200
2010,553,MAW,4482817,3619442,4101,289214,2057026,10452600,0,0,0,278,278,2050581,60353,0,0,0,0,0,2110934,0,0,0,0,0,32970,771,0,35428,0,0,0,0,1733405,87882,6431,14454268,14460699,0.31,0.2503,0.0003,0.02,0.1422,0.7228,0,0,0,0,0,0.1418,0.0042,0,0,0,0,0,0.146,0,0,0,0,0,0.0023,0.0001,0,0.0024,0,0,0,0,0.1199,0.0061,0.0004,0.9996,1,0,24,8,20,Medium,1.1,350
1945,560,SAF,1996728,622901,5464,415758,3356850,6397701,0,0,0,59997,59997,0,0,0,0,0,0,67655,67655,0,0,53,53,0,136246,1536,0,0,0,0,0,831,4571458,7396,22127,11242873,11265000,0.1773,0.0553,0.0005,0.0369,0.298,0.5679,0,0,0,0.0053,0.0053,0,0,0,0,0,0,0.006,0.006,0,0,0,0,0,0.0121,0.0001,0,0,0,0,0,0.0001,0.4058,0.0007,0.002,0.998,1,0,134,2,10,Medium,1.1,13
1950,560,SAF,3160600,681472,8758,602943,3726100,8179873,0,0,0,75867,75867,0,0,0,0,0,0,102088,102088,0,0,194,194,0,194326,1943,0,10,0,0,0,973,4733353,19918,1455,13308545,13310000,0.2375,0.0512,0.0007,0.0453,0.2799,0.6146,0,0,0,0.0057,0.0057,0,0,0,0,0,0,0.0077,0.0077,0,0,0,0,0,0.0146,0.0001,0,0,0,0,0,0.0001,0.3556,0.0015,0.0001,0.9999,1,0,24,4,8,Medium,1.1,7
1955,560,SAF,3727750,745550,14036,745550,4671520,9904406,0,0,0,95933,95933,0,0,0,0,0,0,154044,154044,0,0,707,707,0,277163,2457,0,3825,0,0,0,1139,4350176,53634,67516,14843484,14911000,0.25,0.05,0.0009,0.05,0.3133,0.6642,0,0,0,0.0064,0.0064,0,0,0,0,0,0,0.0103,0.0103,0,0,0,0,0,0.0186,0.0002,0,0.0003,0,0,0,0.0001,0.2917,0.0036,0.0045,0.9955,0.9999,0,3,99,35,Low,1.1,99
1960,560,SAF,5136600,856100,19314,856100,5650260,12518374,0,0,0,116000,116000,0,0,0,0,0,0,206000,206000,0,0,1220,1220,0,360000,2971,0,7641,0,0,0,1305,3767000,87350,54139,17067861,17122000,0.3,0.05,0.0011,0.05,0.33,0.7311,0,0,0,0.0068,0.0068,0,0,0,0,0,0,0.012,0.012,0,0,0.0001,0.0001,0,0.021,0.0002,0,0.0004,0,0,0,0.0001,0.22,0.0051,0.0032,0.9968,1,0,134,10,28,Low,1.1,12
1965,560,SAF,5882100,1176420,24591,980350,6606380,14669841,0,0,0,117738,117738,0,0,0,0,0,0,237748,237748,0,0,1733,1733,0,395597,3484,0,11456,0,0,0,1471,4033393,121065,13474,19593526,19607000,0.3,0.06,0.0013,0.05,0.3369,0.7482,0,0,0,0.006,0.006,0,0,0,0,0,0,0.0121,0.0121,0,0,0.0001,0.0001,0,0.0202,0.0002,0,0.0006,0,0,0,0.0001,0.2057,0.0062,0.0007,0.9993,1.0001,0,134,8,28,Low,1.1,20
1970,560,SAF,6451204,1585567,29869,1232944,7847254,17146838,0,0,0,119477,119477,0,0,0,0,0,0,269496,269496,0,0,2246,2246,0,431194,3998,0,15271,0,0,0,1637,4299786,154781,13276,22444724,22458000,0.2873,0.0706,0.0013,0.0549,0.3494,0.7635,0,0,0,0.0053,0.0053,0,0,0,0,0,0,0.012,0.012,0,0,0.0001,0.0001,0,0.0192,0.0002,0,0.0007,0,0,0,0.0001,0.1915,0.0069,0.0006,0.9994,1.0001,0,1,4,7,Medium,1.1,7
1975,560,SAF,7178320,1796830,33934,1301972,9440130,19751186,0,0,0,138538,138538,0,0,0,0,0,0,315748,315748,0,0,2473,2473,0,498097,4649,0,19135,0,323,3230,1818,4407093,526464,246,25668754,25669000,0.2796,0.07,0.0013,0.0507,0.3678,0.7695,0,0,0,0.0054,0.0054,0,0,0,0,0,0,0.0123,0.0123,0,0,0.0001,0.0001,0,0.0194,0.0002,0,0.0007,0,0,0.0001,0.0001,0.1717,0.0205,0,1,1,0,3,99,35,Low,1.1,99
1980,560,SAF,7278600,2041900,38000,1371000,11868600,22598100,0,0,0,157600,157600,0,0,0,0,0,5000,357000,362000,0,0,2700,2700,0,565000,5300,0,23000,0,646,6460,2000,4534400,898147,14647,29155353,29170000,0.2495,0.07,0.0013,0.047,0.4069,0.7747,0,0,0,0.0054,0.0054,0,0,0,0,0,0.0002,0.0122,0.0124,0,0,0.0001,0.0001,0,0.0194,0.0002,0,0.0008,0,0,0.0002,0.0001,0.1554,0.0308,0.0005,0.9995,1,0,134,4,10,Medium,1.1,7
1985,560,SAF,8260750,2313010,35333,1710773,13217200,25537066,0,0,0,128800,128800,0,0,0,0,0,0,351000,351000,0,0,44600,44600,0,566000,6387,0,15500,0,969,9691,10351,5054280,1269831,48525,32994475,33043000,0.25,0.07,0.0011,0.0518,0.4,0.7728,0,0,0,0.0039,0.0039,0,0,0,0,0,0,0.0106,0.0106,0,0,0.0013,0.0013,0,0.0171,0.0002,0,0.0005,0,0,0.0003,0.0003,0.153,0.0384,0.0015,0.9985,0.9999,0,134,2,10,Medium,1.1,13
1990,560,SAF,9079655,2600045,34000,1880659,15269840,28864199,0,0,0,114400,114400,0,0,0,0,0,0,436871,436871,0,0,65549,65549,0,664743,6930,0,11750,0,1130,11306,14526,5364220,1455672,54704,37011296,37066000,0.245,0.0701,0.0009,0.0507,0.412,0.7787,0,0,0,0.0031,0.0031,0,0,0,0,0,0,0.0118,0.0118,0,0,0.0018,0.0018,0,0.0179,0.0002,0,0.0003,0,0,0.0003,0.0004,0.1447,0.0393,0.0015,0.9985,1,0,134,2,10,Medium,1.1,13
1995,560,SAF,11997500,4587445,45070,2142087,16560000,35332102,0,0,0,91116,91116,449500,41200,0,0,0,0,0,490700,0,0,25500,25500,0,91116,0,0,0,0,0,0,0,1857016,3250000,106450,41137550,41244000,0.2909,0.1112,0.0011,0.0519,0.4015,0.8567,0,0,0,0.0022,0.0022,0.0109,0.001,0,0,0,0,0,0.0119,0,0,0.0006,0.0006,0,0.0022,0,0,0,0,0,0,0,0.045,0.0788,0.0026,0.9974,1,0,24,4,7,High,1.1,330
2000,560,SAF,12250000,2962691,39920,2187500,14190000,31630111,0,0,0,75749,75749,590000,64000,0,0,0,0,0,654000,0,0,98000,98000,0,560000,8560,0,10000,0,1615,0,27053,5000000,1850000,461912,39915088,40377000,0.3034,0.0734,0.001,0.0542,0.3514,0.7834,0,0,0,0.0019,0.0019,0.0146,0.0016,0,0,0,0,0,0.0162,0,0,0.0024,0.0024,0,0.0139,0.0002,0,0.0002,0,0,0,0.0007,0.1238,0.0458,0.0114,0.9886,0.9999,0,24,4,7,High,1.1,330
2005,560,SAF,12128000,3257130,35160,2044169,20455000,37919459,0,0,0,78642,78642,679475,70025,0,0,0,0,0,749500,0,0,128535,128535,0,655165,9582,0,15500,0,1808,10004,30284,4850000,2525000,361521,46973479,47335000,0.2562,0.0688,0.0007,0.0432,0.4321,0.8011,0,0,0,0.0017,0.0017,0.0144,0.0015,0,0,0,0,0,0.0158,0,0,0.0027,0.0027,0,0.0138,0.0002,0,0.0003,0,0,0.0002,0.0006,0.1025,0.0533,0.0076,0.9924,0.9998,0,34,9,28,Low,1.1,99
2010,560,SAF,12006000,3551568,30400,1900839,23000000,40488807,0,0,0,81536,81536,768950,76050,0,0,0,0,0,845000,0,0,159070,159070,0,750331,10605,0,21000,0,2001,20009,33515,3980000,3200000,430214,49591874,50022088,0.24,0.071,0.0006,0.038,0.4598,0.8094,0,0,0,0.0016,0.0016,0.0154,0.0015,0,0,0,0,0,0.0169,0,0,0.0032,0.0032,0,0.015,0.0002,0,0.0004,0,0,0.0004,0.0007,0.0796,0.064,0.0086,0.9914,1,0,24,5,20,Medium,1.1,1
1990,565,NAM,645000,227000,0,28000,348000,1248000,0,0,0,1600,1600,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,6500,0,0,0,0,80900,12800,2000,1350000,1352000,0.4771,0.1679,0,0.0207,0.2574,0.9231,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0,0,0.0048,0,0,0,0,0.0598,0.0095,0.0015,0.9985,1,0,1,4,7,Medium,1.1,7
1995,565,NAM,770890,242950,0,39890,346866,1400596,0,0,0,1792,1792,0,0,0,0,0,0,3068,3068,0,0,0,0,0,0,0,0,7409,0,0,0,0,98310,17811,7014,1528986,1536000,0.5019,0.1582,0,0.026,0.2258,0.9118,0,0,0,0.0012,0.0012,0,0,0,0,0,0,0.002,0.002,0,0,0,0,0,0,0,0,0.0048,0,0,0,0,0.064,0.0116,0.0046,0.9954,1,0,34,5,24,Medium,1.1,1
2000,565,NAM,815055,306844,0,51780,297800,1471479,0,0,0,0,0,5800,137,0,0,0,0,5937,11874,0,0,0,0,0,0,0,0,8319,0,0,0,0,185200,32500,16628,1709372,1726000,0.4722,0.1778,0,0.03,0.1725,0.8525,0,0,0,0,0,0.0034,0.0001,0,0,0,0,0.0034,0.0069,0,0,0,0,0,0,0,0,0.0048,0,0,0,0,0.1073,0.0188,0.0096,0.9904,0.9999,0,24,7,20,Medium,1.1,13
2005,565,NAM,942000,457564,0,0,293713,1693277,0,0,0,0,0,9000,700,0,0,0,0,0,9700,0,0,0,0,0,3311,0,0,0,0,0,0,0,204882,36557,9272,1947728,1957000,0.4813,0.2338,0,0,0.1501,0.8652,0,0,0,0,0,0.0046,0.0004,0,0,0,0,0,0.005,0,0,0,0,0,0.0017,0,0,0,0,0,0,0,0.1047,0.0187,0.0047,0.9953,1,0,24,7,20,Medium,1.1,200
2010,565,NAM,1049122,621785,0,0,195037,1865944,0,0,0,2466,2466,9500,700,0,0,0,0,0,10200,0,0,0,0,0,3500,0,0,2500,0,0,0,0,215000,41443,3711,2141053,2144764,0.4892,0.2899,0,0,0.0909,0.87,0,0,0,0.0011,0.0011,0.0044,0.0003,0,0,0,0,0,0.0048,0,0,0,0,0,0.0016,0,0,0.0012,0,0,0,0,0.1002,0.0193,0.0017,0.9983,0.9999,0,24,7,20,Medium,1.1,1
1970,570,LES,230561,422922,0,82354,131255,867092,0,0,0,0,0,0,0,0,0,0,0,546,546,0,0,0,0,0,62,0,0,8959,0,0,0,0,186648,618,75,1063925,1064000,0.2167,0.3975,0,0.0774,0.1234,0.8149,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0001,0,0,0.0084,0,0,0,0,0.1754,0.0006,0.0001,0.9999,1,0,1,4,7,Medium,1.1,7
1975,570,LES,262280,484311,0,95077,187627,1029295,0,0,0,0,0,0,0,0,0,0,0,593,593,0,0,0,0,0,61,0,0,9829,0,0,0,0,142440,659,4123,1182877,1187000,0.221,0.408,0,0.0801,0.1581,0.8671,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0001,0,0,0.0083,0,0,0,0,0.12,0.0006,0.0035,0.9965,1.0001,0,3,99,35,Low,1.1,99
1980,570,LES,294000,545700,0,107800,244000,1191500,0,0,0,0,0,0,0,0,0,0,0,640,640,0,0,0,0,0,60,0,0,10700,0,0,0,0,133900,700,1500,1337500,1339000,0.2196,0.4075,0,0.0805,0.1822,0.8898,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0,0,0,0.008,0,0,0,0,0.1,0.0005,0.0011,0.9989,0.9999,0,24,4,8,Medium,1.1,7
1985,570,LES,315630,646290,0,90180,310630,1362730,0,0,0,0,0,0,0,0,0,0,0,745,745,0,0,0,0,0,580,0,0,12550,0,0,0,0,120240,2050,4105,1498895,1503000,0.21,0.43,0,0.06,0.2067,0.9067,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0004,0,0,0.0083,0,0,0,0,0.08,0.0014,0.0027,0.9973,1,0,134,9,28,Low,1.1,2
1990,570,LES,320940,784520,0,106980,400090,1612530,0,0,0,0,0,0,0,0,0,0,0,850,850,0,0,0,0,0,1100,0,0,14400,0,0,0,0,145700,3400,5020,1777980,1783000,0.18,0.44,0,0.06,0.2244,0.9044,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0006,0,0,0.0081,0,0,0,0,0.0817,0.0019,0.0028,0.9972,1,0,24,4,8,Medium,1.1,7
1995,570,LES,344590,892150,0,121620,466210,1824570,0,0,0,0,0,0,0,0,0,0,0,920,920,0,0,0,0,0,1196,0,0,16716,0,0,0,0,162160,4154,17284,2009716,2027000,0.17,0.4401,0,0.06,0.23,0.9001,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0006,0,0,0.0082,0,0,0,0,0.08,0.002,0.0085,0.9915,0.9999,0,34,5,24,Medium,1.1,1
2000,570,LES,357000,1025000,0,145000,380000,1907000,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,1292,0,0,19033,0,0,0,0,205000,14500,5175,2147825,2153000,0.1658,0.4761,0,0.0673,0.1765,0.8857,0,0,0,0,0,0,0,0,0,0,0,0.0005,0.0005,0,0,0,0,0,0.0006,0,0,0.0088,0,0,0,0,0.0952,0.0067,0.0024,0.9976,0.9999,0,24,7,28,Low,1.1,13
2005,570,LES,425000,1167075,0,99750,151000,1842825,0,0,0,0,0,0,0,0,0,0,0,1200,1200,0,0,0,0,0,1155,0,0,5200,0,0,0,0,102000,4213,38407,1956593,1995000,0.213,0.585,0,0.05,0.0757,0.9237,0,0,0,0,0,0,0,0,0,0,0,0.0006,0.0006,0,0,0,0,0,0.0006,0,0,0.0026,0,0,0,0,0.0511,0.0021,0.0193,0.9807,1,0,24,7,28,Low,1.1,83
2010,570,LES,496281,1220514,0,102475,153681,1972951,0,0,0,0,0,0,0,0,0,0,0,1600,1600,0,0,0,0,0,1213,0,0,800,0,0,0,0,105500,5800,7032,2087864,2094896,0.2369,0.5826,0,0.0489,0.0734,0.9418,0,0,0,0,0,0,0,0,0,0,0,0.0008,0.0008,0,0,0,0,0,0.0006,0,0,0.0004,0,0,0,0,0.0504,0.0028,0.0034,0.9966,1.0002,0,24,7,28,Low,1.1,350
1970,571,BOT,83449,18268,43,6030,111210,219000,0,0,0,86,86,0,0,0,0,0,0,173,173,0,0,0,0,0,0,0,0,2931,0,0,0,0,374740,0,70,596930,597000,0.1398,0.0306,0.0001,0.0101,0.1863,0.3668,0,0,0,0.0001,0.0001,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0,0,0,0.0049,0,0,0,0,0.6277,0,0.0001,0.9999,0.9999,0,1,4,7,Medium,1.1,7
1975,571,BOT,105724,27434,51,7415,186775,327399,0,0,0,108,108,0,0,0,0,0,0,216,216,0,0,0,0,0,388,38,0,3765,0,0,0,15,377360,350,2361,709639,712000,0.1485,0.0385,0.0001,0.0104,0.2623,0.4598,0,0,0,0.0002,0.0002,0,0,0,0,0,0,0.0003,0.0003,0,0,0,0,0,0.0005,0.0001,0,0.0053,0,0,0,0,0.53,0.0005,0.0033,0.9967,1,0,3,99,35,Low,1.1,99
