year,name,sumrelig,pop,religions,relpop,othr,sumreligion,total
1975,BUL,8684013,8721000,sikh,0,8684013,8684013,1
1975,BUL,8684013,8721000,shnt,0,8684013,8684013,1
1975,BUL,8684013,8721000,bah,240,8683773,8684013,1
1975,BUL,8684013,8721000,tao,0,8684013,8684013,1
1975,BUL,8684013,8721000,jain,0,8684013,8684013,1
1975,BUL,8684013,8721000,conf,0,8684013,8684013,1
1975,BUL,8684013,8721000,sync,0,8684013,8684013,1
1975,BUL,8684013,8721000,anm,0,8684013,8684013,1
1975,BUL,8684013,8721000,nonrelig,1329123,7354890,8684013,1
1975,BUL,8684013,8721000,othr,36987,8647026,8684013,1
1975,CAM,7075455,7098000,chrst,75585,6999870,7075455,1
1975,CAM,7075455,7098000,jud,0,7075455,7075455,1
1975,CAM,7075455,7098000,islm,177486,6897969,7075455,1
1975,CAM,7075455,7098000,bud,6104280,971175,7075455,1
1975,CAM,7075455,7098000,zoro,0,7075455,7075455,1
1975,CAM,7075455,7098000,hind,5749,7069706,7075455,1
1975,CAM,7075455,7098000,sikh,0,7075455,7075455,1
1975,CAM,7075455,7098000,shnt,0,7075455,7075455,1
1975,CAM,7075455,7098000,bah,19714,7055741,7075455,1
1975,CAM,7075455,7098000,tao,0,7075455,7075455,1
1975,CAM,7075455,7098000,jain,0,7075455,7075455,1
1975,CAM,7075455,7098000,conf,0,7075455,7075455,1
1975,CAM,7075455,7098000,sync,212940,6862515,7075455,1
1975,CAM,7075455,7098000,anm,294826,6780629,7075455,1
1975,CAM,7075455,7098000,nonrelig,184875,6890580,7075455,1
1975,CAM,7075455,7098000,othr,22545,7052910,7075455,1
1975,CAN,22977559,23142000,chrst,20097739,2879820,22977559,1
1975,CAN,22977559,23142000,jud,303695,22673864,22977559,1
1975,CAN,22977559,23142000,islm,43385,22934174,22977559,1
1975,CAN,22977559,23142000,bud,16527,22961032,22977559,1
1975,CAN,22977559,23142000,zoro,0,22977559,22977559,1
1975,CAN,22977559,23142000,hind,20659,22956900,22977559,1
1975,CAN,22977559,23142000,sikh,7230,22970329,22977559,1
1975,CAN,22977559,23142000,shnt,0,22977559,22977559,1
1975,CAN,22977559,23142000,bah,0,22977559,22977559,1
1975,CAN,22977559,23142000,tao,30989,22946570,22977559,1
1975,CAN,22977559,23142000,jain,0,22977559,22977559,1
1975,CAN,22977559,23142000,conf,0,22977559,22977559,1
1975,CAN,22977559,23142000,sync,0,22977559,22977559,1
1975,CAN,22977559,23142000,anm,12395,22965164,22977559,1
1975,CAN,22977559,23142000,nonrelig,2444940,20532619,22977559,1
1975,CAN,22977559,23142000,othr,164441,22813118,22977559,1
1975,CAO,7421363,7526000,chrst,3270910,4150453,7421363,1
1975,CAO,7421363,7526000,jud,0,7421363,7421363,1
1975,CAO,7421363,7526000,islm,1575656,5845707,7421363,1
1975,CAO,7421363,7526000,bud,9,7421354,7421363,1
1975,CAO,7421363,7526000,zoro,0,7421363,7421363,1
1975,CAO,7421363,7526000,hind,0,7421363,7421363,1
1975,CAO,7421363,7526000,sikh,0,7421363,7421363,1
1975,CAO,7421363,7526000,shnt,0,7421363,7421363,1
1975,CAO,7421363,7526000,bah,39049,7382314,7421363,1
1975,CAO,7421363,7526000,tao,0,7421363,7421363,1
1975,CAO,7421363,7526000,jain,0,7421363,7421363,1
1975,CAO,7421363,7526000,conf,0,7421363,7421363,1
1975,CAO,7421363,7526000,sync,20,7421343,7421363,1
1975,CAO,7421363,7526000,anm,2528320,4893043,7421363,1
1975,CAO,7421363,7526000,nonrelig,7399,7413964,7421363,1
1975,CAO,7421363,7526000,othr,104637,7316726,7421363,1
1975,CAP,296625,297000,chrst,292500,4125,296625,1
1975,CAP,296625,297000,jud,0,296625,296625,1
1975,CAP,296625,297000,islm,0,296625,296625,1
1975,CAP,296625,297000,bud,0,296625,296625,1
1975,CAP,296625,297000,zoro,0,296625,296625,1
1975,CAP,296625,297000,hind,0,296625,296625,1
1975,CAP,296625,297000,sikh,0,296625,296625,1
1975,CAP,296625,297000,shnt,0,296625,296625,1
1975,CAP,296625,297000,bah,150,296475,296625,1
1975,CAP,296625,297000,tao,0,296625,296625,1
1975,CAP,296625,297000,jain,0,296625,296625,1
1975,CAP,296625,297000,conf,0,296625,296625,1
1975,CAP,296625,297000,sync,0,296625,296625,1
1975,CAP,296625,297000,anm,1975,294650,296625,1
1975,CAP,296625,297000,nonrelig,2000,294625,296625,1
1975,CAP,296625,297000,othr,375,296250,296625,1
1975,CDI,6753713,6755000,chrst,1940779,4812934,6753713,1
1975,CDI,6753713,6755000,jud,0,6753713,6753713,1
1975,CDI,6753713,6755000,islm,1553650,5200063,6753713,1
1975,CDI,6753713,6755000,bud,1232,6752481,6753713,1
1975,CDI,6753713,6755000,zoro,0,6753713,6753713,1
1975,CDI,6753713,6755000,hind,2032,6751681,6753713,1
1975,CDI,6753713,6755000,sikh,0,6753713,6753713,1
1975,CDI,6753713,6755000,shnt,0,6753713,6753713,1
1975,CDI,6753713,6755000,bah,5038,6748675,6753713,1
1975,CDI,6753713,6755000,tao,0,6753713,6753713,1
1975,CDI,6753713,6755000,jain,0,6753713,6753713,1
1975,CDI,6753713,6755000,conf,0,6753713,6753713,1
1975,CDI,6753713,6755000,sync,0,6753713,6753713,1
1975,CDI,6753713,6755000,anm,3240706,3513007,6753713,1
1975,CDI,6753713,6755000,nonrelig,10276,6743437,6753713,1
1975,CDI,6753713,6755000,othr,1287,6752426,6753713,1
1975,CEN,1919949,2046000,chrst,1116773,803176,1919949,1
1975,CEN,1919949,2046000,jud,0,1919949,1919949,1
1975,CEN,1919949,2046000,islm,128140,1791809,1919949,1
1975,CEN,1919949,2046000,bud,0,1919949,1919949,1
1975,CEN,1919949,2046000,zoro,0,1919949,1919949,1
1975,CEN,1919949,2046000,hind,0,1919949,1919949,1
1975,CEN,1919949,2046000,sikh,0,1919949,1919949,1
1975,CEN,1919949,2046000,shnt,0,1919949,1919949,1
1975,CEN,1919949,2046000,bah,5036,1914913,1919949,1
1975,CEN,1919949,2046000,tao,0,1919949,1919949,1
1975,CEN,1919949,2046000,jain,0,1919949,1919949,1
1975,CEN,1919949,2046000,conf,0,1919949,1919949,1
1975,CEN,1919949,2046000,sync,0,1919949,1919949,1
1975,CEN,1919949,2046000,anm,670000,1249949,1919949,1
1975,CEN,1919949,2046000,nonrelig,0,1919949,1919949,1
1975,CEN,1919949,2046000,othr,126051,1793898,1919949,1
1975,CHA,3977838,4030000,chrst,1115168,2862670,3977838,1
1975,CHA,3977838,4030000,jud,0,3977838,3977838,1
1975,CHA,3977838,4030000,islm,1888026,2089812,3977838,1
1975,CHA,3977838,4030000,bud,153,3977685,3977838,1
1975,CHA,3977838,4030000,zoro,0,3977838,3977838,1
1975,CHA,3977838,4030000,hind,0,3977838,3977838,1
1975,CHA,3977838,4030000,sikh,0,3977838,3977838,1
1975,CHA,3977838,4030000,shnt,0,3977838,3977838,1
1975,CHA,3977838,4030000,bah,5993,3971845,3977838,1
1975,CHA,3977838,4030000,tao,0,3977838,3977838,1
1975,CHA,3977838,4030000,jain,0,3977838,3977838,1
1975,CHA,3977838,4030000,conf,0,3977838,3977838,1
1975,CHA,3977838,4030000,sync,0,3977838,3977838,1
1975,CHA,3977838,4030000,anm,967200,3010638,3977838,1
1975,CHA,3977838,4030000,nonrelig,1298,3976540,3977838,1
1975,CHA,3977838,4030000,othr,52162,3925676,3977838,1
1975,CHL,10029200,10350000,chrst,9651000,378200,10029200,1
1975,CHL,10029200,10350000,jud,17000,10012200,10029200,1
1975,CHL,10029200,10350000,islm,2500,10026700,10029200,1
1975,CHL,10029200,10350000,bud,700,10028500,10029200,1
1975,CHL,10029200,10350000,zoro,0,10029200,10029200,1
1975,CHL,10029200,10350000,hind,0,10029200,10029200,1
1975,CHL,10029200,10350000,sikh,0,10029200,10029200,1
1975,CHL,10029200,10350000,shnt,0,10029200,10029200,1
1975,CHL,10029200,10350000,bah,8000,10021200,10029200,1
1975,CHL,10029200,10350000,tao,0,10029200,10029200,1
1975,CHL,10029200,10350000,jain,0,10029200,10029200,1
1975,CHL,10029200,10350000,conf,0,10029200,10029200,1
1975,CHL,10029200,10350000,sync,0,10029200,10029200,1
1975,CHL,10029200,10350000,anm,0,10029200,10029200,1
1975,CHL,10029200,10350000,nonrelig,350000,9679200,10029200,1
1975,CHL,10029200,10350000,othr,320800,9708400,10029200,1
1975,CHN,924133107,927808000,chrst,13416266,910716841,924133107,1
1975,CHN,924133107,927808000,jud,1188,924131919,924133107,1
1975,CHN,924133107,927808000,islm,13497406,910635701,924133107,1
1975,CHN,924133107,927808000,bud,76276919,847856188,924133107,1
1975,CHN,924133107,927808000,zoro,53,924133054,924133107,1
1975,CHN,924133107,927808000,hind,13465,924119642,924133107,1
1975,CHN,924133107,927808000,sikh,9842,924123265,924133107,1
1975,CHN,924133107,927808000,shnt,0,924133107,924133107,1
1975,CHN,924133107,927808000,bah,1364,924131743,924133107,1
1975,CHN,924133107,927808000,tao,907014,923226093,924133107,1
1975,CHN,924133107,927808000,jain,0,924133107,924133107,1
1975,CHN,924133107,927808000,conf,0,924133107,924133107,1
1975,CHN,924133107,927808000,sync,347980211,576152896,924133107,1
1975,CHN,924133107,927808000,anm,43178819,880954288,924133107,1
1975,CHN,924133107,927808000,nonrelig,428850560,495282547,924133107,1
1975,CHN,924133107,927808000,othr,3674893,920458214,924133107,1
1975,COL,22773920,23502000,chrst,22761920,12000,22773920,1
1975,COL,22773920,23502000,jud,12000,22761920,22773920,1
1975,COL,22773920,23502000,islm,0,22773920,22773920,1
1975,COL,22773920,23502000,bud,0,22773920,22773920,1
1975,COL,22773920,23502000,zoro,0,22773920,22773920,1
1975,COL,22773920,23502000,hind,0,22773920,22773920,1
1975,COL,22773920,23502000,sikh,0,22773920,22773920,1
1975,COL,22773920,23502000,shnt,0,22773920,22773920,1
1975,COL,22773920,23502000,bah,0,22773920,22773920,1
1975,COL,22773920,23502000,tao,0,22773920,22773920,1
1975,COL,22773920,23502000,jain,0,22773920,22773920,1
1975,COL,22773920,23502000,conf,0,22773920,22773920,1
1975,COL,22773920,23502000,sync,0,22773920,22773920,1
1975,COL,22773920,23502000,anm,0,22773920,22773920,1
1975,COL,22773920,23502000,nonrelig,0,22773920,22773920,1
1975,COL,22773920,23502000,othr,728080,22045840,22773920,1
1975,COM,312571,316000,chrst,211,312360,312571,1
1975,COM,312571,316000,jud,0,312571,312571,1
1975,COM,312571,316000,islm,309680,2891,312571,1
1975,COM,312571,316000,bud,0,312571,312571,1
1975,COM,312571,316000,zoro,0,312571,312571,1
1975,COM,312571,316000,hind,0,312571,312571,1
1975,COM,312571,316000,sikh,0,312571,312571,1
1975,COM,312571,316000,shnt,0,312571,312571,1
1975,COM,312571,316000,bah,366,312205,312571,1
1975,COM,312571,316000,tao,0,312571,312571,1
1975,COM,312571,316000,jain,0,312571,312571,1
1975,COM,312571,316000,conf,0,312571,312571,1
1975,COM,312571,316000,sync,0,312571,312571,1
1975,COM,312571,316000,anm,2225,310346,312571,1
1975,COM,312571,316000,nonrelig,89,312482,312571,1
1975,COM,312571,316000,othr,3429,309142,312571,1
1975,CON,1431674,1447000,chrst,1308114,123560,1431674,1
1975,CON,1431674,1447000,jud,0,1431674,1431674,1
1975,CON,1431674,1447000,islm,5926,1425748,1431674,1
1975,CON,1431674,1447000,bud,25,1431649,1431674,1
1975,CON,1431674,1447000,zoro,0,1431674,1431674,1
1975,CON,1431674,1447000,hind,0,1431674,1431674,1
1975,CON,1431674,1447000,sikh,0,1431674,1431674,1
1975,CON,1431674,1447000,shnt,0,1431674,1431674,1
1975,CON,1431674,1447000,bah,4565,1427109,1431674,1
1975,CON,1431674,1447000,tao,0,1431674,1431674,1
1975,CON,1431674,1447000,jain,0,1431674,1431674,1
1975,CON,1431674,1447000,conf,0,1431674,1431674,1
1975,CON,1431674,1447000,sync,43,1431631,1431674,1
1975,CON,1431674,1447000,anm,101290,1330384,1431674,1
1975,CON,1431674,1447000,nonrelig,11711,1419963,1431674,1
1975,CON,1431674,1447000,othr,15326,1416348,1431674,1
1975,COS,1958948,1968000,chrst,1927108,31840,1958948,1
1975,COS,1958948,1968000,jud,1740,1957208,1958948,1
1975,COS,1958948,1968000,islm,0,1958948,1958948,1
1975,COS,1958948,1968000,bud,2200,1956748,1958948,1
1975,COS,1958948,1968000,zoro,0,1958948,1958948,1
1975,COS,1958948,1968000,hind,0,1958948,1958948,1
1975,COS,1958948,1968000,sikh,0,1958948,1958948,1
1975,COS,1958948,1968000,shnt,0,1958948,1958948,1
1975,COS,1958948,1968000,bah,7000,1951948,1958948,1
1975,COS,1958948,1968000,tao,5300,1953648,1958948,1
1975,COS,1958948,1968000,jain,0,1958948,1958948,1
1975,COS,1958948,1968000,conf,0,1958948,1958948,1
1975,COS,1958948,1968000,sync,0,1958948,1958948,1
1975,COS,1958948,1968000,anm,4450,1954498,1958948,1
1975,COS,1958948,1968000,nonrelig,11150,1947798,1958948,1
1975,COS,1958948,1968000,othr,9052,1949896,1958948,1
1975,CUB,14436638,8546000,chrst,6504238,7932400,14436638,1
1975,CUB,14436638,8546000,jud,1800,14434838,14436638,1
1975,CUB,14436638,8546000,islm,1000,14435638,14436638,1
1975,CUB,14436638,8546000,bud,5000,14431638,14436638,1
1975,CUB,14436638,8546000,zoro,0,14436638,14436638,1
1975,CUB,14436638,8546000,hind,3000,14433638,14436638,1
1975,CUB,14436638,8546000,sikh,0,14436638,14436638,1
1975,CUB,14436638,8546000,shnt,0,14436638,14436638,1
1975,CUB,14436638,8546000,bah,0,14436638,14436638,1
1975,CUB,14436638,8546000,tao,4000,14432638,14436638,1
1975,CUB,14436638,8546000,jain,0,14436638,14436638,1
1975,CUB,14436638,8546000,conf,0,14436638,14436638,1
1975,CUB,14436638,8546000,sync,5982200,8454438,14436638,1
1975,CUB,14436638,8546000,anm,0,14436638,14436638,1
1975,CUB,14436638,8546000,nonrelig,1935400,12501238,14436638,1
1975,CUB,14436638,8546000,othr,0,14436638,14436638,1
1975,CYP,598070,610000,chrst,471111,126959,598070,1
1975,CYP,598070,610000,jud,60,598010,598070,1
1975,CYP,598070,610000,islm,114727,483343,598070,1
1975,CYP,598070,610000,bud,0,598070,598070,1
1975,CYP,598070,610000,zoro,0,598070,598070,1
1975,CYP,598070,610000,hind,0,598070,598070,1
1975,CYP,598070,610000,sikh,0,598070,598070,1
1975,CYP,598070,610000,shnt,0,598070,598070,1
1975,CYP,598070,610000,bah,298,597772,598070,1
1975,CYP,598070,610000,tao,0,598070,598070,1
1975,CYP,598070,610000,jain,0,598070,598070,1
1975,CYP,598070,610000,conf,0,598070,598070,1
1975,CYP,598070,610000,sync,0,598070,598070,1
1975,CYP,598070,610000,anm,0,598070,598070,1
1975,CYP,598070,610000,nonrelig,11874,586196,598070,1
1975,CYP,598070,610000,othr,11930,586140,598070,1
1975,CZE,14747830,14802000,chrst,11183600,3564230,14747830,1
1975,CZE,14747830,14802000,jud,11750,14736080,14747830,1
1975,CZE,14747830,14802000,islm,0,14747830,14747830,1
1975,CZE,14747830,14802000,bud,0,14747830,14747830,1
1975,CZE,14747830,14802000,zoro,0,14747830,14747830,1
1975,CZE,14747830,14802000,hind,0,14747830,14747830,1
1975,CZE,14747830,14802000,sikh,0,14747830,14747830,1
1975,CZE,14747830,14802000,shnt,0,14747830,14747830,1
1975,CZE,14747830,14802000,bah,0,14747830,14747830,1
1975,CZE,14747830,14802000,tao,0,14747830,14747830,1
1975,CZE,14747830,14802000,jain,0,14747830,14747830,1
1975,CZE,14747830,14802000,conf,0,14747830,14747830,1
1975,CZE,14747830,14802000,sync,0,14747830,14747830,1
1975,CZE,14747830,14802000,anm,0,14747830,14747830,1
1975,CZE,14747830,14802000,nonrelig,3552480,11195350,14747830,1
1975,CZE,14747830,14802000,othr,54170,14693660,14747830,1
1975,DEN,4999537,5060000,chrst,4804803,194734,4999537,1
1975,DEN,4999537,5060000,jud,7124,4992413,4999537,1
1975,DEN,4999537,5060000,islm,12488,4987049,4999537,1
1975,DEN,4999537,5060000,bud,3569,4995968,4999537,1
1975,DEN,4999537,5060000,zoro,0,4999537,4999537,1
1975,DEN,4999537,5060000,hind,0,4999537,4999537,1
1975,DEN,4999537,5060000,sikh,0,4999537,4999537,1
1975,DEN,4999537,5060000,shnt,0,4999537,4999537,1
1975,DEN,4999537,5060000,bah,1200,4998337,4999537,1
1975,DEN,4999537,5060000,tao,0,4999537,4999537,1
1975,DEN,4999537,5060000,jain,0,4999537,4999537,1
1975,DEN,4999537,5060000,conf,0,4999537,4999537,1
1975,DEN,4999537,5060000,sync,0,4999537,4999537,1
1975,DEN,4999537,5060000,anm,0,4999537,4999537,1
1975,DEN,4999537,5060000,nonrelig,170353,4829184,4999537,1
1975,DEN,4999537,5060000,othr,60463,4939074,4999537,1
1975,DOM,4565714,4697000,chrst,3949249,616465,4565714,1
1975,DOM,4565714,4697000,jud,415,4565299,4565714,1
1975,DOM,4565714,4697000,islm,0,4565714,4565714,1
1975,DOM,4565714,4697000,bud,750,4564964,4565714,1
1975,DOM,4565714,4697000,zoro,0,4565714,4565714,1
1975,DOM,4565714,4697000,hind,0,4565714,4565714,1
1975,DOM,4565714,4697000,sikh,0,4565714,4565714,1
1975,DOM,4565714,4697000,shnt,0,4565714,4565714,1
1975,DOM,4565714,4697000,bah,2750,4562964,4565714,1
1975,DOM,4565714,4697000,tao,0,4565714,4565714,1
1975,DOM,4565714,4697000,jain,0,4565714,4565714,1
1975,DOM,4565714,4697000,conf,0,4565714,4565714,1
1975,DOM,4565714,4697000,sync,0,4565714,4565714,1
1975,DOM,4565714,4697000,anm,32550,4533164,4565714,1
1975,DOM,4565714,4697000,nonrelig,580000,3985714,4565714,1
1975,DOM,4565714,4697000,othr,131286,4434428,4565714,1
1975,DRC,22276665,22582000,chrst,20532249,1744416,22276665,1
1975,DRC,22276665,22582000,jud,587,22276078,22276665,1
1975,DRC,22276665,22582000,islm,225820,22050845,22276665,1
1975,DRC,22276665,22582000,bud,525,22276140,22276665,1
1975,DRC,22276665,22582000,zoro,0,22276665,22276665,1
1975,DRC,22276665,22582000,hind,1133,22275532,22276665,1
1975,DRC,22276665,22582000,sikh,0,22276665,22276665,1
1975,DRC,22276665,22582000,shnt,0,22276665,22276665,1
1975,DRC,22276665,22582000,bah,158376,22118289,22276665,1
1975,DRC,22276665,22582000,tao,0,22276665,22276665,1
1975,DRC,22276665,22582000,jain,0,22276665,22276665,1
1975,DRC,22276665,22582000,conf,0,22276665,22276665,1
1975,DRC,22276665,22582000,sync,0,22276665,22276665,1
1975,DRC,22276665,22582000,anm,1350803,20925862,22276665,1
1975,DRC,22276665,22582000,nonrelig,7172,22269493,22276665,1
1975,DRC,22276665,22582000,othr,305335,21971330,22276665,1
1975,DRV,24012651,24032000,chrst,2258300,21754351,24012651,1
1975,DRV,24012651,24032000,jud,0,24012651,24012651,1
1975,DRV,24012651,24032000,islm,57097,23955554,24012651,1
1975,DRV,24012651,24032000,bud,3162880,20849771,24012651,1
1975,DRV,24012651,24032000,zoro,0,24012651,24012651,1
1975,DRV,24012651,24032000,hind,11294,24001357,24012651,1
1975,DRV,24012651,24032000,sikh,0,24012651,24012651,1
1975,DRV,24012651,24032000,shnt,0,24012651,24012651,1
1975,DRV,24012651,24032000,bah,210000,23802651,24012651,1
1975,DRV,24012651,24032000,tao,0,24012651,24012651,1
1975,DRV,24012651,24032000,jain,0,24012651,24012651,1
1975,DRV,24012651,24032000,conf,0,24012651,24012651,1
1975,DRV,24012651,24032000,sync,863000,23149651,24012651,1
1975,DRV,24012651,24032000,anm,2000000,22012651,24012651,1
1975,DRV,24012651,24032000,nonrelig,15450080,8562571,24012651,1
1975,DRV,24012651,24032000,othr,19349,23993302,24012651,1
1975,ECU,6464010,6907000,chrst,6464010,0,6464010,1
1975,ECU,6464010,6907000,jud,0,6464010,6464010,1
1975,ECU,6464010,6907000,islm,0,6464010,6464010,1
1975,ECU,6464010,6907000,bud,0,6464010,6464010,1
1975,ECU,6464010,6907000,zoro,0,6464010,6464010,1
1975,ECU,6464010,6907000,hind,0,6464010,6464010,1
1975,ECU,6464010,6907000,sikh,0,6464010,6464010,1
1975,ECU,6464010,6907000,shnt,0,6464010,6464010,1
1975,ECU,6464010,6907000,bah,0,6464010,6464010,1
1975,ECU,6464010,6907000,tao,0,6464010,6464010,1
1975,ECU,6464010,6907000,jain,0,6464010,6464010,1
1975,ECU,6464010,6907000,conf,0,6464010,6464010,1
1975,ECU,6464010,6907000,sync,0,6464010,6464010,1
1975,ECU,6464010,6907000,anm,0,6464010,6464010,1
1975,ECU,6464010,6907000,nonrelig,0,6464010,6464010,1
1975,ECU,6464010,6907000,othr,442990,6021020,6464010,1
1975,EGY,36983303,36997000,chrst,2710305,34272998,36983303,1
1975,EGY,36983303,36997000,jud,1304,36981999,36983303,1
1975,EGY,36983303,36997000,islm,34271694,2711609,36983303,1
1975,EGY,36983303,36997000,bud,0,36983303,36983303,1
1975,EGY,36983303,36997000,zoro,0,36983303,36983303,1
1975,EGY,36983303,36997000,hind,0,36983303,36983303,1
1975,EGY,36983303,36997000,sikh,0,36983303,36983303,1
1975,EGY,36983303,36997000,shnt,0,36983303,36983303,1
1975,EGY,36983303,36997000,bah,0,36983303,36983303,1
1975,EGY,36983303,36997000,tao,0,36983303,36983303,1
1975,EGY,36983303,36997000,jain,0,36983303,36983303,1
1975,EGY,36983303,36997000,conf,0,36983303,36983303,1
1975,EGY,36983303,36997000,sync,0,36983303,36983303,1
1975,EGY,36983303,36997000,anm,0,36983303,36983303,1
1975,EGY,36983303,36997000,nonrelig,0,36983303,36983303,1
1975,EGY,36983303,36997000,othr,13697,36969606,36983303,1
1975,EQG,222870,225000,chrst,197199,25671,222870,1
1975,EQG,222870,225000,jud,0,222870,222870,1
1975,EQG,222870,225000,islm,1425,221445,222870,1
1975,EQG,222870,225000,bud,0,222870,222870,1
1975,EQG,222870,225000,zoro,0,222870,222870,1
1975,EQG,222870,225000,hind,0,222870,222870,1
1975,EQG,222870,225000,sikh,0,222870,222870,1
1975,EQG,222870,225000,shnt,0,222870,222870,1
1975,EQG,222870,225000,bah,800,222070,222870,1
1975,EQG,222870,225000,tao,0,222870,222870,1
1975,EQG,222870,225000,jain,0,222870,222870,1
1975,EQG,222870,225000,conf,0,222870,222870,1
1975,EQG,222870,225000,sync,0,222870,222870,1
1975,EQG,222870,225000,anm,17446,205424,222870,1
1975,EQG,222870,225000,nonrelig,6000,216870,222870,1
1975,EQG,222870,225000,othr,2130,220740,222870,1
1975,ETH,27078804,27102000,chrst,15382676,11696128,27078804,1
1975,ETH,27078804,27102000,jud,28906,27049898,27078804,1
1975,ETH,27078804,27102000,islm,8130600,18948204,27078804,1
1975,ETH,27078804,27102000,bud,0,27078804,27078804,1
1975,ETH,27078804,27102000,zoro,0,27078804,27078804,1
1975,ETH,27078804,27102000,hind,2383,27076421,27078804,1
1975,ETH,27078804,27102000,sikh,0,27078804,27078804,1
1975,ETH,27078804,27102000,shnt,0,27078804,27078804,1
1975,ETH,27078804,27102000,bah,8479,27070325,27078804,1
1975,ETH,27078804,27102000,tao,0,27078804,27078804,1
1975,ETH,27078804,27102000,jain,0,27078804,27078804,1
1975,ETH,27078804,27102000,conf,0,27078804,27078804,1
1975,ETH,27078804,27102000,sync,0,27078804,27078804,1
1975,ETH,27078804,27102000,anm,3523260,23555544,27078804,1
1975,ETH,27078804,27102000,nonrelig,2500,27076304,27078804,1
1975,ETH,27078804,27102000,othr,23196,27055608,27078804,1
1975,FIJ,568977,569000,chrst,288710,280267,568977,1
1975,FIJ,568977,569000,jud,0,568977,568977,1
1975,FIJ,568977,569000,islm,44902,524075,568977,1
1975,FIJ,568977,569000,bud,0,568977,568977,1
1975,FIJ,568977,569000,zoro,0,568977,568977,1
1975,FIJ,568977,569000,hind,227000,341977,568977,1
1975,FIJ,568977,569000,sikh,3546,565431,568977,1
1975,FIJ,568977,569000,shnt,0,568977,568977,1
1975,FIJ,568977,569000,bah,1399,567578,568977,1
1975,FIJ,568977,569000,tao,0,568977,568977,1
1975,FIJ,568977,569000,jain,0,568977,568977,1
1975,FIJ,568977,569000,conf,0,568977,568977,1
1975,FIJ,568977,569000,sync,220,568757,568977,1
1975,FIJ,568977,569000,anm,0,568977,568977,1
1975,FIJ,568977,569000,nonrelig,3200,565777,568977,1
1975,FIJ,568977,569000,othr,23,568954,568977,1
1975,FIN,4657529,4711000,chrst,4342197,315332,4657529,1
1975,FIN,4657529,4711000,jud,1475,4656054,4657529,1
1975,FIN,4657529,4711000,islm,930,4656599,4657529,1
1975,FIN,4657529,4711000,bud,0,4657529,4657529,1
1975,FIN,4657529,4711000,zoro,0,4657529,4657529,1
1975,FIN,4657529,4711000,hind,0,4657529,4657529,1
1975,FIN,4657529,4711000,sikh,0,4657529,4657529,1
1975,FIN,4657529,4711000,shnt,0,4657529,4657529,1
1975,FIN,4657529,4711000,bah,2001,4655528,4657529,1
1975,FIN,4657529,4711000,tao,0,4657529,4657529,1
1975,FIN,4657529,4711000,jain,0,4657529,4657529,1
1975,FIN,4657529,4711000,conf,0,4657529,4657529,1
1975,FIN,4657529,4711000,sync,0,4657529,4657529,1
1975,FIN,4657529,4711000,anm,0,4657529,4657529,1
1975,FIN,4657529,4711000,nonrelig,310926,4346603,4657529,1
1975,FIN,4657529,4711000,othr,53471,4604058,4657529,1
1975,FRN,52480793,52699000,chrst,44111544,8369249,52480793,1
1975,FRN,52480793,52699000,jud,543547,51937246,52480793,1
1975,FRN,52480793,52699000,islm,1602753,50878040,52480793,1
1975,FRN,52480793,52699000,bud,97244,52383549,52480793,1
1975,FRN,52480793,52699000,zoro,438,52480355,52480793,1
1975,FRN,52480793,52699000,hind,25002,52455791,52480793,1
1975,FRN,52480793,52699000,sikh,0,52480793,52480793,1
1975,FRN,52480793,52699000,shnt,0,52480793,52480793,1
1975,FRN,52480793,52699000,bah,3401,52477392,52480793,1
1975,FRN,52480793,52699000,tao,0,52480793,52480793,1
1975,FRN,52480793,52699000,jain,0,52480793,52480793,1
1975,FRN,52480793,52699000,conf,0,52480793,52480793,1
1975,FRN,52480793,52699000,sync,29002,52451791,52480793,1
1975,FRN,52480793,52699000,anm,58755,52422038,52480793,1
1975,FRN,52480793,52699000,nonrelig,6009107,46471686,52480793,1
1975,FRN,52480793,52699000,othr,218207,52262586,52480793,1
1975,GAB,513124,593000,chrst,471871,41253,513124,1
1975,GAB,513124,593000,jud,0,513124,513124,1
1975,GAB,513124,593000,islm,4902,508222,513124,1
1975,GAB,513124,593000,bud,0,513124,513124,1
1975,GAB,513124,593000,zoro,0,513124,513124,1
1975,GAB,513124,593000,hind,0,513124,513124,1
1975,GAB,513124,593000,sikh,0,513124,513124,1
1975,GAB,513124,593000,shnt,0,513124,513124,1
1975,GAB,513124,593000,bah,245,512879,513124,1
1975,GAB,513124,593000,tao,0,513124,513124,1
1975,GAB,513124,593000,jain,0,513124,513124,1
1975,GAB,513124,593000,conf,0,513124,513124,1
1975,GAB,513124,593000,sync,0,513124,513124,1
1975,GAB,513124,593000,anm,34356,478768,513124,1
1975,GAB,513124,593000,nonrelig,1750,511374,513124,1
1975,GAB,513124,593000,othr,79876,433248,513124,1
1975,GAM,522903,524000,chrst,18347,504556,522903,1
1975,GAM,522903,524000,jud,0,522903,522903,1
1975,GAM,522903,524000,islm,438160,84743,522903,1
1975,GAM,522903,524000,bud,0,522903,522903,1
1975,GAM,522903,524000,zoro,0,522903,522903,1
1975,GAM,522903,524000,hind,100,522803,522903,1
1975,GAM,522903,524000,sikh,0,522903,522903,1
1975,GAM,522903,524000,shnt,0,522903,522903,1
1975,GAM,522903,524000,bah,4613,518290,522903,1
