year,name,chrstprot,chrstcat,chrstorth,chrstang,chrstothr,chrstgen,judorth,jdcons,judref,judothr,judgen,islmsun,islmshi,islmibd,islmnat,islmalw,islmahm,islmothr,islmgen,budmah,budthr,budothr,budgen,zorogen,hindgen,sikhgen,shntgen,bahgen,taogen,jaingen,confgen,syncgen,anmgen,nonrelig,othrgen,sumrelig,pop
1975,MZM,367767,2850557,2200,36397,548944,3805865,0,0,0,190,190,0,0,0,0,0,0,1240000,1240000,0,0,148,148,0,5050,0,0,1000,0,0,0,0,4020070,7500,39177,9079823,9119000
1980,MZM,570600,2830700,2000,62200,1234500,4700000,0,0,0,180,180,0,0,0,0,0,0,1815450,1815450,0,0,295,295,0,5000,0,0,1400,0,0,0,141,5567380,12000,1154,12101846,12103000
1985,MZM,805300,2513000,1250,68600,1573850,4962000,0,0,0,170,170,0,0,0,0,0,0,2080200,2080200,0,0,443,443,0,13500,0,0,1800,0,0,0,270,6727000,33500,49117,13818883,13868000
1990,MZM,1200000,2290000,500,75000,1818500,5384000,0,0,0,160,160,0,0,0,0,0,0,2264160,2264160,0,0,591,591,0,22000,0,0,2200,0,0,0,516,6367950,55000,54423,14096577,14151000
1995,MZM,1857447,3164300,790,96933,2313450,7432920,0,0,0,178,178,0,0,0,0,0,0,2787680,2787680,0,0,738,738,0,26842,0,0,2310,0,0,0,987,6794970,69792,306583,17116417,17423000
2000,MZM,1950000,3527000,1080,118867,1975000,7571947,0,0,0,197,197,4286304,43296,0,0,0,0,0,4329600,0,0,886,886,0,31685,0,0,2421,0,0,0,1889,7365956,102500,272919,19407081,19680000
2005,MZM,2250000,4187350,0,262116,2047200,8746666,0,0,0,194,194,4171760,52240,0,0,0,0,0,4224000,0,0,1695,1695,0,31266,0,0,2389,0,0,0,3612,6032500,136890,240788,19179212,19420000
2010,MZM,4897500,5315750,747,126027,0,10340024,0,0,0,218,218,5233075,87367,0,0,0,0,0,5320442,0,0,1900,1900,0,35165,0,0,2686,0,0,0,4063,5850000,192300,95052,21746798,21841850
1965,ZAM,124069,628000,5310,73862,1527032,2358273,0,0,0,827,827,0,0,0,0,0,0,11685,11685,0,0,0,0,0,6949,0,0,8388,0,0,0,1059,1300000,7812,7,3694993,3695000
1970,ZAM,303441,942964,5340,86879,1498730,2837354,0,0,0,818,818,0,0,0,0,0,0,13307,13307,0,0,0,0,0,7883,0,0,10553,0,0,0,1352,1355873,10256,604,4237396,4238000
1975,ZAM,742135,1247917,5370,92189,1380545,3468156,0,0,0,809,809,0,0,0,0,0,0,14153,14153,0,0,1800,1800,0,8941,0,0,13276,0,0,0,1727,1370040,13128,970,4892030,4893000
1980,ZAM,1180830,1556870,5400,117500,1262360,4122960,0,0,0,800,800,0,0,0,0,0,0,17000,17000,0,0,1800,1800,0,10000,0,0,16000,0,0,0,2205,1549260,16000,1975,5736025,5738000
1985,ZAM,1460415,1953435,5700,133750,1346700,4900000,0,0,0,900,900,0,0,0,0,0,0,48500,48500,0,0,1800,1800,0,10000,0,0,68000,0,0,0,2817,1600000,17500,75483,6649517,6725000
1990,ZAM,1940000,2150000,6000,150000,1834800,6080800,0,0,0,1000,1000,0,0,0,0,0,0,80000,80000,0,0,2400,2400,0,10000,0,0,120000,0,0,0,3597,1372410,19000,383793,7689207,8073000
1995,ZAM,2201195,2304505,6605,120845,1776850,6410000,0,0,0,1091,1091,0,0,0,0,0,0,89054,89054,0,0,2575,2575,0,11235,0,0,144355,0,0,0,4594,1050530,17935,349631,7731369,8081000
2000,ZAM,2702206,2748000,7210,135751,1920000,7513167,0,0,0,1183,1183,58000,4500,0,0,0,0,0,62500,0,0,2751,2751,0,12470,0,0,150000,0,0,0,5868,1395026,18871,7164,9161836,9169000
2005,ZAM,3348426,4058492,11484,146045,2389222,9953669,0,0,0,1522,1522,57205,5200,0,0,0,0,0,62405,0,0,3512,3512,0,57205,0,0,135000,0,0,0,0,1200000,20559,7128,11433872,11441000
2010,ZAM,3816303,4625587,13088,166452,2723069,11344499,0,0,0,1682,1682,65198,5926,0,0,0,0,0,71124,0,0,3912,3912,0,65198,0,0,145000,0,0,0,0,1367676,23431,17134,13022522,13039656
1965,ZIM,645924,402750,2240,129604,979481,2159999,0,0,0,4465,4465,0,0,0,0,0,0,42959,42959,0,0,0,0,0,3140,0,0,8003,0,0,0,0,2206000,7621,42813,4432187,4475000
1970,ZIM,743400,531000,2587,159300,1337219,2773506,0,0,0,5305,5305,0,0,0,0,0,0,50976,50976,0,0,0,0,0,3722,0,0,9877,0,0,0,0,2442600,9197,14817,5295183,5310000
1975,ZIM,943200,741450,2934,195800,1606869,3490253,0,0,0,6302,6302,0,0,0,0,0,0,60488,60488,0,0,175,175,0,4411,0,0,12188,0,0,0,62,2637600,11098,57423,6222577,6280000
1980,ZIM,1143000,951900,3281,232300,2016519,4347000,0,0,0,7300,7300,0,0,0,0,0,0,70000,70000,0,0,350,350,0,5100,0,0,14500,0,0,0,124,2625520,13000,13106,7082894,7096000
1985,ZIM,1196500,930950,3628,253650,3063129,5447857,0,0,0,8350,8350,0,0,0,0,0,0,75000,75000,0,0,525,525,0,9300,0,0,21750,0,0,0,187,2681280,49000,85751,8293249,8379000
1990,ZIM,1250000,910000,3974,275000,4109740,6548714,0,0,0,9400,9400,0,0,0,0,0,0,80000,80000,0,0,700,700,0,13500,0,0,29000,0,0,0,249,2370067,85000,232370,9136630,9369000
1995,ZIM,1728900,1001692,4321,289197,5247740,8271850,0,0,0,10132,10132,0,0,0,0,0,0,82767,82767,0,0,437,437,0,15385,0,0,32995,0,0,0,311,2650980,110851,350292,11175708,11526000
2000,ZIM,1436816,1118664,4668,303394,4700441,7563983,0,0,0,10864,10864,83358,842,0,0,0,0,0,84200,0,0,175,175,0,17270,0,0,33000,0,0,0,373,3100000,175000,684135,10984865,11669000
2005,ZIM,2180000,2005000,0,250000,5430000,9865000,0,0,0,11432,11432,70968,1182,0,0,0,0,0,72150,0,0,184,184,0,17939,0,0,20000,0,0,0,392,1695000,253000,436903,11935097,12372000
2010,ZIM,2396453,2305000,44732,564757,4650237,9961179,0,0,0,11326,11326,128311,2137,0,0,0,0,0,130448,0,0,182,182,0,18005,0,0,25200,0,0,0,389,1647295,311930,59339,12105955,12165294
1965,MAW,763776,750000,901,40000,645321,2199998,0,0,0,67,67,0,0,0,0,0,0,750000,750000,0,0,0,0,0,4517,168,0,7217,0,0,0,0,942056,425,3552,3904448,3908000
1970,MAW,976252,1009892,1018,77841,644380,2709383,0,0,0,82,82,0,0,0,0,0,0,750216,750216,0,0,0,0,0,5067,203,0,8521,0,0,0,0,1131647,507,374,4605626,4606000
1975,MAW,1207836,1208546,1149,94670,752490,3264691,0,0,0,100,100,0,0,0,0,0,0,826858,826858,0,0,0,0,0,5683,244,0,10060,0,0,0,0,1099560,603,28201,5207799,5236000
1980,MAW,1519420,1407200,1280,111500,860600,3900000,0,0,0,117,117,0,0,0,0,0,0,903500,903500,0,0,0,0,0,6300,286,0,11600,0,0,0,0,1209200,700,14297,6031703,6046000
1985,MAW,1629613,1684800,1737,134000,1038200,4488350,0,0,0,135,135,0,0,0,0,0,0,1411800,1411800,0,0,0,0,0,10867,327,0,13733,0,0,0,0,1058850,7133,67805,6991195,7059000
1990,MAW,1779807,1962400,2193,156500,1452020,5352920,0,0,0,152,152,0,0,0,0,0,0,1657800,1657800,0,0,0,0,0,15433,369,0,15867,0,0,0,0,1143350,13567,89542,8199458,8289000
1995,MAW,2149120,2375000,3075,198750,2004430,6730375,0,0,0,183,183,0,0,0,0,0,0,1566080,1566080,0,0,0,0,0,21689,478,0,21564,0,0,0,0,1123106,24514,300011,9487989,9788000
2000,MAW,2143578,2692417,3500,218500,1832914,6890909,0,0,0,197,197,1607372,80772,0,0,0,0,0,1688144,0,0,0,0,0,23379,546,0,25128,0,0,0,0,1450000,55000,791697,10133303,10925000
2005,MAW,3825710,2832866,3500,246820,1755500,8664396,0,0,0,237,237,1750000,51506,0,0,0,0,0,1801506,0,0,0,0,0,28137,658,0,30235,0,0,0,0,1650000,75000,90831,12250169,12341000
2010,MAW,4482817,3619442,4101,289214,2057026,10452600,0,0,0,278,278,2050581,60353,0,0,0,0,0,2110934,0,0,0,0,0,32970,771,0,35428,0,0,0,0,1733405,87882,6431,14454268,14460699
1945,SAF,1996728,622901,5464,415758,3356850,6397701,0,0,0,59997,59997,0,0,0,0,0,0,67655,67655,0,0,53,53,0,136246,1536,0,0,0,0,0,831,4571458,7396,22127,11242873,11265000
1950,SAF,3160600,681472,8758,602943,3726100,8179873,0,0,0,75867,75867,0,0,0,0,0,0,102088,102088,0,0,194,194,0,194326,1943,0,10,0,0,0,973,4733353,19918,1455,13308545,13310000
1955,SAF,3727750,745550,14036,745550,4671520,9904406,0,0,0,95933,95933,0,0,0,0,0,0,154044,154044,0,0,707,707,0,277163,2457,0,3825,0,0,0,1139,4350176,53634,67516,14843484,14911000
1960,SAF,5136600,856100,19314,856100,5650260,12518374,0,0,0,116000,116000,0,0,0,0,0,0,206000,206000,0,0,1220,1220,0,360000,2971,0,7641,0,0,0,1305,3767000,87350,54139,17067861,17122000
1965,SAF,5882100,1176420,24591,980350,6606380,14669841,0,0,0,117738,117738,0,0,0,0,0,0,237748,237748,0,0,1733,1733,0,395597,3484,0,11456,0,0,0,1471,4033393,121065,13474,19593526,19607000
1970,SAF,6451204,1585567,29869,1232944,7847254,17146838,0,0,0,119477,119477,0,0,0,0,0,0,269496,269496,0,0,2246,2246,0,431194,3998,0,15271,0,0,0,1637,4299786,154781,13276,22444724,22458000
1975,SAF,7178320,1796830,33934,1301972,9440130,19751186,0,0,0,138538,138538,0,0,0,0,0,0,315748,315748,0,0,2473,2473,0,498097,4649,0,19135,0,323,3230,1818,4407093,526464,246,25668754,25669000
1980,SAF,7278600,2041900,38000,1371000,11868600,22598100,0,0,0,157600,157600,0,0,0,0,0,5000,357000,362000,0,0,2700,2700,0,565000,5300,0,23000,0,646,6460,2000,4534400,898147,14647,29155353,29170000
1985,SAF,8260750,2313010,35333,1710773,13217200,25537066,0,0,0,128800,128800,0,0,0,0,0,0,351000,351000,0,0,44600,44600,0,566000,6387,0,15500,0,969,9691,10351,5054280,1269831,48525,32994475,33043000
1990,SAF,9079655,2600045,34000,1880659,15269840,28864199,0,0,0,114400,114400,0,0,0,0,0,0,436871,436871,0,0,65549,65549,0,664743,6930,0,11750,0,1130,11306,14526,5364220,1455672,54704,37011296,37066000
1995,SAF,11997500,4587445,45070,2142087,16560000,35332102,0,0,0,91116,91116,449500,41200,0,0,0,0,0,490700,0,0,25500,25500,0,91116,0,0,0,0,0,0,0,1857016,3250000,106450,41137550,41244000
2000,SAF,12250000,2962691,39920,2187500,14190000,31630111,0,0,0,75749,75749,590000,64000,0,0,0,0,0,654000,0,0,98000,98000,0,560000,8560,0,10000,0,1615,0,27053,5000000,1850000,461912,39915088,40377000
2005,SAF,12128000,3257130,35160,2044169,20455000,37919459,0,0,0,78642,78642,679475,70025,0,0,0,0,0,749500,0,0,128535,128535,0,655165,9582,0,15500,0,1808,10004,30284,4850000,2525000,361521,46973479,47335000
2010,SAF,12006000,3551568,30400,1900839,23000000,40488807,0,0,0,81536,81536,768950,76050,0,0,0,0,0,845000,0,0,159070,159070,0,750331,10605,0,21000,0,2001,20009,33515,3980000,3200000,430214,49591874,50022088
1990,NAM,645000,227000,0,28000,348000,1248000,0,0,0,1600,1600,0,0,0,0,0,0,200,200,0,0,0,0,0,0,0,0,6500,0,0,0,0,80900,12800,2000,1350000,1352000
1995,NAM,770890,242950,0,39890,346866,1400596,0,0,0,1792,1792,0,0,0,0,0,0,3068,3068,0,0,0,0,0,0,0,0,7409,0,0,0,0,98310,17811,7014,1528986,1536000
2000,NAM,815055,306844,0,51780,297800,1471479,0,0,0,0,0,5800,137,0,0,0,0,5937,11874,0,0,0,0,0,0,0,0,8319,0,0,0,0,185200,32500,16628,1709372,1726000
2005,NAM,942000,457564,0,0,293713,1693277,0,0,0,0,0,9000,700,0,0,0,0,0,9700,0,0,0,0,0,3311,0,0,0,0,0,0,0,204882,36557,9272,1947728,1957000
2010,NAM,1049122,621785,0,0,195037,1865944,0,0,0,2466,2466,9500,700,0,0,0,0,0,10200,0,0,0,0,0,3500,0,0,2500,0,0,0,0,215000,41443,3711,2141053,2144764
1970,LES,230561,422922,0,82354,131255,867092,0,0,0,0,0,0,0,0,0,0,0,546,546,0,0,0,0,0,62,0,0,8959,0,0,0,0,186648,618,75,1063925,1064000
1975,LES,262280,484311,0,95077,187627,1029295,0,0,0,0,0,0,0,0,0,0,0,593,593,0,0,0,0,0,61,0,0,9829,0,0,0,0,142440,659,4123,1182877,1187000
1980,LES,294000,545700,0,107800,244000,1191500,0,0,0,0,0,0,0,0,0,0,0,640,640,0,0,0,0,0,60,0,0,10700,0,0,0,0,133900,700,1500,1337500,1339000
1985,LES,315630,646290,0,90180,310630,1362730,0,0,0,0,0,0,0,0,0,0,0,745,745,0,0,0,0,0,580,0,0,12550,0,0,0,0,120240,2050,4105,1498895,1503000
1990,LES,320940,784520,0,106980,400090,1612530,0,0,0,0,0,0,0,0,0,0,0,850,850,0,0,0,0,0,1100,0,0,14400,0,0,0,0,145700,3400,5020,1777980,1783000
1995,LES,344590,892150,0,121620,466210,1824570,0,0,0,0,0,0,0,0,0,0,0,920,920,0,0,0,0,0,1196,0,0,16716,0,0,0,0,162160,4154,17284,2009716,2027000
2000,LES,357000,1025000,0,145000,380000,1907000,0,0,0,0,0,0,0,0,0,0,0,1000,1000,0,0,0,0,0,1292,0,0,19033,0,0,0,0,205000,14500,5175,2147825,2153000
2005,LES,425000,1167075,0,99750,151000,1842825,0,0,0,0,0,0,0,0,0,0,0,1200,1200,0,0,0,0,0,1155,0,0,5200,0,0,0,0,102000,4213,38407,1956593,1995000
2010,LES,496281,1220514,0,102475,153681,1972951,0,0,0,0,0,0,0,0,0,0,0,1600,1600,0,0,0,0,0,1213,0,0,800,0,0,0,0,105500,5800,7032,2087864,2094896
1970,BOT,83449,18268,43,6030,111210,219000,0,0,0,86,86,0,0,0,0,0,0,173,173,0,0,0,0,0,0,0,0,2931,0,0,0,0,374740,0,70,596930,597000
1975,BOT,105724,27434,51,7415,186775,327399,0,0,0,108,108,0,0,0,0,0,0,216,216,0,0,0,0,0,388,38,0,3765,0,0,0,15,377360,350,2361,709639,712000
1980,BOT,128000,36600,60,8800,242240,415700,0,0,0,130,130,0,0,0,0,0,0,260,260,0,0,0,0,0,775,75,0,4600,0,0,0,30,455940,700,15790,878210,894000
1985,BOT,137230,42200,70,9150,355350,544000,0,0,0,190,190,0,0,0,0,0,0,1280,1280,0,0,0,0,0,1163,113,0,7000,0,0,0,45,533120,1050,39,1087961,1088000
1990,BOT,146460,47800,80,9500,500860,704700,0,0,0,250,250,0,0,0,0,0,0,2300,2300,0,0,0,0,0,1550,150,0,9400,0,0,0,60,572000,1400,8190,1291810,1300000
1995,BOT,159712,59989,79,9778,606080,835638,0,0,0,293,293,0,0,0,0,0,0,3372,3372,0,0,0,0,0,1894,172,0,11431,0,0,0,75,582400,2025,18700,1437300,1456000
2000,BOT,173421,61207,79,10056,629861,874624,0,0,0,337,337,38522,2027,0,0,0,0,0,40549,0,0,905,905,0,2238,195,0,1950,0,0,0,1900,675000,15200,9102,1612898,1622000
2005,BOT,214035,91321,73,0,833309,1138738,0,0,0,348,348,40375,2125,0,0,0,0,0,42500,0,0,934,934,0,2306,202,0,2500,0,0,0,93,482292,34200,3887,1704113,1708000
2010,BOT,235097,100308,80,0,915314,1250799,0,0,0,0,0,47053,2476,0,0,0,0,0,49529,0,0,1009,1009,0,2494,217,0,3450,0,0,0,100,425000,45000,29917,1777598,1807515
1970,SWA,61322,31928,0,3415,185170,281835,0,0,0,0,0,0,0,0,0,0,0,282,282,0,0,0,0,0,0,0,0,6576,0,0,0,0,130303,0,4,418996,419000
1975,SWA,86861,41214,0,4692,217207,349974,0,0,0,0,0,0,0,0,0,0,0,341,341,0,0,0,0,0,300,0,0,5682,0,0,0,0,119750,1875,1078,477922,479000
1980,SWA,112400,50500,0,5970,249240,418110,0,0,0,0,0,0,0,0,0,0,0,400,400,0,0,0,0,0,600,0,0,4788,0,0,0,0,121000,3750,1352,548648,550000
1985,SWA,113955,48000,0,16485,319560,498000,0,0,0,0,0,0,0,0,0,0,0,2550,2550,0,0,0,0,0,900,0,0,3894,0,0,0,0,127600,5000,56,637944,638000
1990,SWA,115510,45500,0,27000,461400,649410,0,0,0,0,0,0,0,0,0,0,0,4700,4700,0,0,0,0,0,1200,0,0,3000,0,0,0,0,100000,7500,3190,765810,769000
1995,SWA,107247,45400,0,24720,590200,767567,0,0,0,0,0,0,0,0,0,0,0,5324,5324,0,0,0,0,0,1311,0,0,3512,0,0,0,0,118040,8790,3456,904544,908000
2000,SWA,367823,262730,0,18666,211999,861218,0,0,0,0,0,0,0,0,0,0,0,1200,1200,0,0,0,0,0,1532,0,0,4536,0,0,0,0,126000,11933,1581,1006419,1008000
2005,SWA,394100,281500,0,20000,220000,915600,0,0,0,0,0,0,0,0,0,0,0,1500,1500,0,0,0,0,0,1745,0,0,5157,0,0,0,0,185000,13560,3438,1122562,1126000
2010,SWA,352752,305149,0,24412,275000,957312,0,0,0,0,0,0,0,0,0,0,0,8000,8000,0,0,0,0,0,1855,0,0,5493,0,0,0,0,229560,14449,3924,1216670,1220594
1960,MAG,1288080,1073400,452,40384,161010,2563326,0,0,0,77,77,0,0,0,0,0,0,84574,84574,0,0,1608,1608,0,690,0,0,3071,0,0,0,3338,2700000,2835,7481,5359519,5367000
1965,MAG,1398400,1216000,506,46186,304000,2965092,0,0,0,90,90,0,0,0,0,0,0,99604,99604,0,0,1834,1834,0,950,0,0,3587,0,0,0,3740,2985653,3447,16003,6063997,6080000
1970,MAG,1415198,1670996,566,52822,315682,3455264,0,0,0,105,105,0,0,0,0,0,0,117306,117306,0,0,2092,2092,0,1310,0,0,4191,0,0,0,4191,3271306,4191,44,6859956,6860000
1975,MAG,1633380,1866720,633,60411,233340,3794484,0,0,0,122,122,0,0,0,0,0,0,138153,138153,0,0,2386,2386,0,1805,0,0,4895,0,0,0,4695,3800743,5095,25622,7752378,7778000
1980,MAG,1995840,2174180,700,68000,272160,4510880,0,0,0,140,140,0,0,0,0,0,0,159000,159000,0,0,2680,2680,0,2300,0,0,5600,0,0,0,5200,4380180,6000,20,9071980,9072000
1985,MAG,2196700,2396400,1600,115500,299550,5009750,0,0,0,170,170,0,0,0,0,0,0,199700,199700,0,0,2840,2840,0,4650,0,0,8800,0,0,0,5850,4692950,19000,41290,9943710,9985000
1990,MAG,2725000,2670000,2500,163000,335910,5896410,0,0,0,200,200,0,0,0,0,0,0,239700,239700,0,0,3000,3000,0,7000,0,0,12000,0,0,0,6500,4920680,32000,79510,11117490,11197000
1995,MAG,3718500,3718500,8975,220920,446220,8113115,0,0,0,219,219,0,0,0,0,0,0,288038,288038,0,0,3493,3493,0,8123,0,0,12783,0,0,0,7235,6395820,43452,1722,14872278,14874000
2000,MAG,3479105,4473135,0,879716,994030,9825986,0,0,0,0,0,435385,25049,0,0,0,0,0,460434,0,0,0,0,0,0,0,0,10500,0,0,0,0,5516866,74751,53463,15888537,15942000
2005,MAG,3672450,4721722,0,928605,1049271,10372048,0,0,0,262,262,754443,43406,0,0,0,0,0,797849,0,0,0,0,0,0,0,0,11300,0,0,0,8723,6400000,94500,45318,17684682,17730000
2010,MAG,4103362,5490037,0,1061707,1376675,12031782,0,0,0,308,308,1068176,55457,0,0,0,0,0,1123633,0,0,5135,5135,0,11912,0,0,15200,0,0,0,17200,7205000,125000,3610,20535170,20538780
1975,COM,191,20,0,0,0,211,0,0,0,0,0,0,0,0,0,0,0,309680,309680,0,0,0,0,0,0,0,0,366,0,0,0,0,2225,89,3429,312571,316000
1980,COM,300,200,0,0,2745,3245,0,0,0,0,0,0,0,0,0,0,0,375340,375340,0,0,0,0,0,0,0,0,390,0,0,0,0,2450,147,1428,381572,383000
1985,COM,470,2000,0,0,1280,3750,0,0,0,0,0,0,0,0,0,0,0,439040,439040,0,0,0,0,0,0,0,0,415,0,0,0,0,2675,243,1877,446123,448000
1990,COM,640,3800,0,0,560,5000,0,0,0,0,0,0,0,0,0,0,0,512540,512540,0,0,0,0,0,0,0,0,440,0,0,0,0,2900,400,1720,521280,523000
1995,COM,896,2854,0,0,443,4193,0,0,0,0,0,0,0,0,0,0,0,601259,601259,0,0,0,0,0,0,0,0,525,0,0,0,0,4170,658,1195,610805,612000
2000,COM,0,300,0,0,0,300,0,0,0,0,0,0,680512,0,0,0,0,0,680512,0,0,0,0,0,0,0,0,611,0,0,0,0,9875,1500,1202,692798,694000
2005,COM,0,500,0,0,0,500,0,0,0,0,0,0,588339,0,0,0,0,0,588339,0,0,0,0,0,0,0,0,506,0,0,0,0,8790,1700,165,599835,600000
2010,COM,0,850,0,0,0,850,0,0,0,0,0,0,666746,0,0,0,0,0,666746,0,0,0,0,0,0,0,0,599,0,0,0,0,9975,1658,133,679828,679961
1970,MAS,5894,280677,0,8016,2944,297531,0,0,0,0,0,0,0,0,0,0,0,132119,132119,0,0,5811,5811,0,383305,0,0,6516,0,0,0,1600,0,2001,117,828883,829000
1975,MAS,8597,301188,0,8708,6302,324795,0,0,0,0,0,0,0,0,0,0,0,145509,145509,0,0,5605,5605,0,401400,550,0,8008,0,0,0,1500,525,2950,1158,890842,892000
1980,MAS,9500,321700,0,9400,9360,349960,0,0,0,0,0,0,0,0,0,0,17400,141500,158900,0,0,5400,5400,0,434700,1100,0,9500,0,0,0,1400,1050,3900,90,965910,966000
1985,MAS,32125,296090,0,7400,10210,345825,0,0,0,0,0,0,0,0,0,0,0,168000,168000,0,0,4050,4050,0,459450,1650,0,13750,0,0,0,7600,1575,14950,4150,1016850,1021000
1990,MAS,47950,287850,0,5400,10590,351790,0,0,0,0,0,0,0,0,0,0,0,175000,175000,0,0,2700,2700,0,465960,2200,0,18000,0,0,0,13800,2100,26000,1450,1057550,1059000
1995,MAS,58540,269280,0,5850,22440,356110,0,0,0,0,0,0,0,0,0,0,0,190740,190740,0,0,2786,2786,0,493680,2374,0,19943,0,0,0,14600,2208,23949,15610,1106390,1122000
2000,MAS,53000,296688,0,3024,20300,373012,0,0,0,0,0,169447,15200,0,0,0,0,0,184647,0,0,4040,4040,0,561300,2548,0,819,0,0,0,12500,2316,15200,1618,1156382,1158000
2005,MAS,39947,316677,17,2956,35150,394747,0,0,0,0,0,190325,17200,0,0,0,0,0,207525,0,0,3145,3145,0,610000,2682,0,744,0,0,0,8000,2100,12146,1911,1241089,1243000
2010,MAS,26894,336666,35,2889,50000,416484,0,0,0,0,0,203522,18256,0,0,0,0,0,221778,0,0,2251,2251,0,622238,2817,0,668,0,0,0,3500,1200,9092,483,1280028,1280511
1980,SEY,590,55440,0,4820,630,61480,0,0,0,0,0,0,0,0,0,0,0,210,210,0,0,0,0,24,390,0,0,210,0,29,0,29,0,530,98,62902,63000
1985,SEY,1070,56550,0,4810,650,63080,0,0,0,0,0,0,0,0,0,0,0,185,185,0,0,0,0,22,385,0,0,225,0,29,0,32,0,765,277,64723,65000
1990,SEY,1550,60900,0,4800,700,67950,0,0,0,0,0,0,0,0,0,0,0,160,160,0,0,0,0,20,380,0,0,240,0,30,0,35,0,1000,185,69815,70000
1995,SEY,594,65540,0,5165,1275,72574,0,0,0,0,0,0,0,0,0,0,0,515,515,0,0,0,0,18,970,0,0,344,0,30,0,38,0,344,167,74833,75000
2000,SEY,540,67000,0,3112,1668,72320,0,0,0,0,0,0,0,0,0,0,0,516,516,0,0,0,0,16,1013,0,0,233,0,0,0,150,750,1540,462,76538,77000
2005,SEY,2197,68148,48,4363,1963,76719,0,0,0,0,0,0,0,0,0,0,0,987,987,0,0,165,165,16,1593,0,0,377,31,0,0,75,375,1190,1472,81528,83000
2010,SEY,3855,69297,97,5614,2258,81121,0,0,0,0,0,0,0,0,0,0,0,1459,1459,0,0,331,331,17,2174,0,0,522,62,0,0,0,0,840,91,86526,86617
1955,MOR,0,632500,0,0,0,632500,0,0,0,210840,210840,9698640,0,0,0,0,0,0,9698640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,10541980,10542000
1960,MOR,0,349110,0,0,0,349110,0,0,0,160000,160000,11081000,0,0,0,0,0,0,11081000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46890,11590110,11637000
1965,MOR,0,396637,0,0,0,396637,0,0,0,180000,180000,12534300,0,0,0,0,0,0,12534300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83063,13110937,13194000
1970,MOR,0,243000,0,0,0,243000,0,0,0,21219,21219,14623270,0,0,0,0,0,0,14623270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85511,14887489,14973000
1975,MOR,3650,151500,600,400,40950,197100,0,0,0,16000,16000,16770000,0,0,0,0,0,0,16770000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22900,16983100,17006000
1980,MOR,7300,60000,1200,800,81900,151200,0,0,0,15000,15000,19138680,0,0,0,0,0,0,19138680,0,0,0,0,0,0,0,0,3200,0,0,0,0,0,5000,18920,19313080,19332000
1985,MOR,0,218360,0,0,87344,305704,0,0,0,15000,15000,21417690,0,0,0,0,0,0,21417690,0,0,0,0,0,0,0,0,3000,0,0,0,0,0,7000,87606,21748394,21836000
1990,MOR,4300,89470,780,450,239470,334470,0,0,0,15000,15000,23923175,0,0,0,0,0,0,23923175,0,0,0,0,0,0,0,0,11800,0,0,0,0,0,115000,87555,24399445,24487000
1995,MOR,23,483,4,2,1293,1805,0,0,0,12000,12000,26102400,0,0,0,0,0,0,26102400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,269795,26116205,26386000
2000,MOR,0,0,0,1000,24000,25000,0,0,0,5000,5000,28000000,2800,0,0,0,0,0,28002800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,318200,28032800,28351000
2005,MOR,0,0,0,0,301720,301720,0,0,0,5000,5000,29840108,3000,0,0,0,0,0,29843108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22172,30149828,30172000
2010,MOR,0,0,0,0,317760,317760,0,0,0,6000,6000,31426515,3500,0,0,0,0,0,31430015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22277,31753775,31776052
1965,ALG,0,484138,0,0,0,484138,0,0,0,25000,25000,10730700,0,40000,0,0,0,0,10770700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,643162,11279838,11923000
1970,ALG,0,106980,1365,400,0,108745,0,0,0,500,500,13611705,0,0,0,0,0,0,13611705,0,0,0,0,0,0,0,0,350,0,0,0,0,0,0,24700,13721300,13746000
1975,ALG,2256,88756,1949,566,0,93527,0,0,0,275,275,15861508,0,0,0,0,0,0,15861508,0,0,0,0,0,0,0,0,425,0,0,0,0,4375,3500,54390,15963610,16018000
1980,ALG,4513,70533,2533,733,0,78312,0,0,0,50,50,18479340,0,0,0,0,0,0,18479340,0,0,0,0,0,0,0,0,500,0,0,0,0,8750,7000,92048,18573952,18666000
1985,ALG,0,62710,0,0,0,62710,0,0,0,0,0,21631500,0,0,0,0,0,0,21631500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155790,21694210,21850000
1990,ALG,3950,25000,2000,200,97250,128400,0,0,0,600,600,24146000,0,0,0,0,0,0,24146000,0,0,0,0,0,0,0,0,2000,0,0,0,0,0,720000,25000,24997000,25022000
1995,ALG,0,9000,0,0,0,9000,0,0,0,0,0,27208500,0,0,0,0,0,0,27208500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,842500,27217500,28060000
